id,snippet,predicted_label,confidence,rationale
contractnli_125,"2017-2018 BOARD OF GOVERNORS CONFIDENTIALITY AGREEMENT THIS NON-DISCLOSURE AGREEMENT (“the Agreement”), made and effective as of ___________________ , 20__ (“Effective Date”), between the Hispanic National Bar Association (“HNBA”) and _________________________________ , (“Board Member”). Hereinafter such parties may be addressed individually as the “Party” and collectively as the “Parties.” RECITALS WHEREAS, the Parties have been engaged in and/or expect to further engage in confidential written and oral communications (“Confidential Communications”) relating to the business affairs of the HNBA; WHEREAS, it is expected that Confidential Communications may involve the disclosure by or on behalf of the HNBA of information not in the public domain, including, but not limited to, business and financial information, membership lists, personal information concerning candidates for judicial or other government office provided by the candidates or other third parties, drawings, samples, devices, demonstrations, computer programs, analyses, studies, compilations, and other date, and proprietary and novel features contained in any of the foregoing, as well as communications that may be protected by the Attorney-Client and/or Attorney Work Product Privileges (“Confidential Information”). WHEREAS, the Parties wish to define their rights with respect to Confidential Information delivered to the other Party; NOW THEREFORE, in consideration of the above premises, it is agreed as follows: 1. The term “Confidential Information” shall include: (a) All information that is delivered by or on behalf of the HNBA to the Board Member in written, graphic or electronic form and that is marked “confidential” or “proprietary;” (a) Any information, whether in oral, written, graphic, electronic, machine readable or any other form, that is provided to the Board Member by or on behalf of the HNBA in connection with the Board Member’s performance of his or her duties as an HNBA Board Member and…",Confidentiality (NDA) Agreements,0.95,The contract is a Non-Disclosure Agreement (NDA) that outlines the obligations of the parties regarding the confidentiality of information shared between them.
contractnli_499,"EXHIBIT A NON-DISCLOSURE AGREEMENT PROPRIETARY INFORMATION OF GREENWAY CONSULTING, LLC AND OREGON TRAIL ETHANOL COALITION THIS NON-DISCLOSURE AGREEMENT (""Agreement"") is made as of __________, 2002 between Oregon Trail Ethanol Coalition, L.L.C., a Nebraska limited liability company (""Disclosing Party""), and _______________________, a _________________________ (""Receiving Party""). PREAMBLE The Disclosing Party and the Receiving Party are currently involved in discussions concerning the development of an ethanol processing facility by Oregon Trail Ethanol Coalition (the ""Transaction""). As a result of such discussions, the Receiving Party may have access to certain confidential information of the Disclosing Party and GreenWay Consulting, LLC (""GreenWay""). The Disclosing Party has entered into a nondisclosure agreement with GreenWay prohibiting disclosure of GreenWay confidential information, subject to the Receiving Party executing this Non-Disclosure Agreement. The Parties desire to enter into this Agreement in order to allow disclosure to the Receiving Party and prohibit disclosure of such information to any other party. Therefore, in consideration of the Receiving Party being given access to certain confidential information of the Disclosing Party and in exchange for the mutual covenant and promises contained herein, with the intent to be legally bound, the Parties agree as follows: AGREEMENT 1. Confidential Information. (a) As used in this Agreement, the ""Confidential Information"" of the Disclosing Party shall mean all information concerning or related to the business, operations, financial condition or prospects of the Disclosing Party or any of their respective Affiliates, regardless of the form in which such information appears and whether or not such information has been reduced to a tangible form, and shall specifically include (1) all information regarding the officers, directors, employees, equity holders, customers, suppliers, distributors, insurers,…",Confidentiality (NDA) Agreements,0.95,This is a Non-Disclosure Agreement that establishes the terms for protecting confidential information shared between the parties involved.
contractnli_252,"NON DISCLOSURE AGREEMENT 1. Confidentiality I. Supplier agrees to keep strictly confidential all documents, records, correspondence and transactions in any form concerning the operation or business of Vedrova, Group TP&H or its customers. II. Supplier shall not disclose or use any confidential information, unless and to the extent: a) Such matter is at that time in the public domain b) If it is compelled by any governmental or judicial authority to disclose any such information; or c) It is required to disclose or use such information, to the extent necessary to provide the services. III. Supplier will refrain from any operational and commercial contact with Vedrova’ s customers. Supplier will respect Vedrova’ s commercial interests with these customers and will not approach any of Vedrova’ s customers with the purpose to directly or indirectly offer and provide logistic services, which are in scope of this Agreement or part of the services Vedrova provides to these customers. IV. Without limitation to clause I., Vedrova’ s confidential information includes any and all of its customer information, supplier information, internal processes, standard operating procedures, strategies, business information and rates. 2. Ownership Supplier acknowledges Vedrova’ s ownership in all confidential information, and its marks, names, data, systems and processes and supplier acquires no rights in any of these. 3. General terms I. Any additions or modifications to the agreement are only binding if made in writing and signed on behalf of both parties. II. Any notices given by either party under this agreement shall be addressed to the individuals who sign this agreement, or other individuals agreed in writing by the parties. III. This agreement contains the entire understanding between the parties regarding the use and disclosure of confidential information. IV. The terms of this agreement shall continue without limitation of time. V. The parties agree that damages may not be an…",Confidentiality (NDA) Agreements,0.95,The contract is a Non-Disclosure Agreement that specifies the confidentiality obligations of the Supplier regarding Vedrova's business information.
contractnli_388,"MUTUAL NON-DISCLOSURE AGREEMENT THIS AGREEMENT is entered into and made effective as of February 10, 2000, by and between New England Business Service, Inc. (""NEBS"") and Premium Wear, Inc. (""Premium Wear""). This Agreement provides for the protection from unauthorized disclosure or use of Confidential Information (as defined below) that may be furnished by one of the parties hereto to the other party and that may be used by the receiving party solely for the purpose of evaluating or engaging in a business relationship between the disclosing party and the receiving party. 1. ""Confidential Information"" means non-public information relating to the disclosing party's business that the disclosing party designates as being confidential or proprietary or which, under the circumstances surrounding disclosure, ought to be treated as confidential. ""Confidential Information"" includes, without limitation, ideas, concepts, designs, specifications, drawings, blueprints, tracings, models, samples, data, computer programs, marketing plans and strategies, business strategies, customer names, mailing lists, prices, rates, costs, information received from others that the disclosing party is obligated to treat as confidential, and other technical, financial or business information. Confidential Information may be furnished in any tangible or intangible form, including written or printed documents, visual demonstrations or inspections, computer disks or tapes, other electronic media and oral communications. The receiving party's obligations hereunder will not apply, or will cease to apply, to that Confidential Information which the receiving party can establish (i) is or hereafter becomes generally known or available to the public or interested persons through no breach of this Agreement by the receiving party; (ii) is rightfully known to the receiving party without restriction on disclosure at the time of its receipt from the disclosing party; (iii) is rightfully furnished to the…",Confidentiality (NDA) Agreements,0.95,This is a Mutual Non-Disclosure Agreement that defines the terms for protecting confidential information exchanged between the parties.
cuad_211,"EXHIBIT 10.14 ENDORSEMENT AGREEMENT THIS ENDORSEMENT AGREEMENT (this ""Agreement""), made and entered into as of May 31, 1999, by and between FAMOUS FIXINS, INC., 250 West 57th Street, Suite 2501, New York, New York 10107 (""Company"") and PEY DIRT, INC. (""Pey Dirt""). WITNESSETH WHEREAS, Company desires to obtain the right to use the name, likeness and endorsement of Peyton Manning (hereinafter called ""Manning"") in connection with the advertisement, promotion and sale of Company's ""Products"" (hereinafter defined); and WHEREAS, Manning has granted such rights to Pey Dirt together with the right to sublicense such rights. NOW, THEREFORE, for and in consideration of the premises and of the mutual promises and conditions herein contained, the parties do hereby agree as follows: 1. Definitions. As used herein, the following terms shall be defined as set forth below: (a) ""Contract Period"" shall mean that period of time commencing as of May 31, 1999 and concluding May 31, 2000. (b) ""Contract Territory"" shall mean the states of Indianapolis and Tennessee and Company's e-commerce site. (c) ""Contract Year Quarter"" shall mean each 3 consecutive month period occurring during any Contract Year (""Contract Year"" meaning any twelve month period herein commencing as of June 1) (so that, by way of example, the first Contract Year Quarter of the first Contract Year commences as of June 1, 1999, the second commences on September 1, 1999, etc.). (d) ""Endorsed Products"" shall mean all Products of Company which have the Manning Identification (defined below) highlighted as a part thereof (in the Products' name or otherwise) or which are shipped in containers or packages bearing the Manning Identification. (e) ""Manning Identification"" shall mean any words or symbols or photographic or graphic representations or combinations thereof which identify Manning such as, for example, the name and likeness of Manning. (f) ""Premium Program"" shall mean any traffic builder, third party tie-in program or…",Confidentiality (NDA) Agreements,0.95,The contract is a Mutual Non-Disclosure Agreement that outlines the confidentiality obligations related to the exchange of information between the parties.
contractnli_387,"NON-DISCLOSURE AGREEMENT The parties to this Agreement are MPD Technologies, Inc. (""Disclosing Party"") and the undersigned ""Recipient"". The parties desire that Disclosing Party disclose certain Information or Items to Recipient, but Disclosing Party desires to maintain the trade secret, proprietary or private nature of such Information or Items. As used herein, the following words have the indicated meanings: (i) ""Disclose"" means to reveal, make known, make available, furnish, or permit access to, whether or not intentionally. (ii) ""Information"" means all oral, written, or other information whatsoever, including information in documents and other recording media and information embodied in any item, which in connection with the Matter, is (a) obtained by Recipient from or through Disclosing Party, (b) obtained by or through Recipient by an examination of any Item, or (c) created by or through Recipient with the use of information in (a) or (b). It includes but is not limited to ideas, inventions, discoveries, formulas, methods, designs, drawings, specifications, engineering and manufacturing data. This information is limited to trade secrets and other proprietary or private information of Disclosing Party or of any third party if disclosed by or through Disclosing Party. (iii) ""Item"" means any system, subsystem, assembly, subassembly, device, components, product, or machine, work of authorship, or part thereof, or substance which is disclosed by or through Disclosing Party hereunder, which embodies trade secret or other proprietary or private information of Disclosing Party or of any third party if disclosed by or through Disclosing Party. (iv) ""Matter"" means the project or other matter in connection with which this Agreement is executed. This matter is or relates to the potential acquisition by the Recipient of a controlling ownership interest in the share capital or business of the Disclosing Party. The parties to this Agreement have agreed as follows: 1. Non-…",Confidentiality (NDA) Agreements,0.95,This is a Non-Disclosure Agreement that establishes the terms for maintaining the confidentiality of proprietary information shared between the parties.
contractnli_46,"CONFIDENTIALITY AND NON-DISCLOSURE AGREEEMENT between TRANSNET LIMITED and ______________________________________________________ (“insert name”) CONFIDENTIALITY AND NON-DISCLOSURE AGREEMENT This agreement (“Agreement”) is entered into as of the date first written below (the “Effective Date”) by and between TRANSNET LIMITED (hereinafter referred to as “Transnet” or “the Disclosing Party”) having as its principal place of business at 38th Floor, Carlton Centre, Johannesburg, 2001, and ___________________________________ (Registration number____________________) (hereinafter referred to as “the Bidder” or the “Receiving Party”) with its principal place of business at __________________________________________ (Transnet and the Bidder shall hereinafter referred to as the “Parties”). WHEREAS, the Bidder is interested in participating in the disposal process being undertaken by Transnet in relation to the business of Luxrail (hereinafter referred to as “the Blue Train” or “the Target”) (such disposal hereinafter referred to as the “Proposed Transaction”); AND WHEREAS, it is agreed that in order to enable the Bidder to assess the Target, Transnet will disclose Confidential Information relevant to the Proposed Transaction to the Bidder; AND WHEREAS, the Bidder recognises that careful protection and non-disclosure by the Bidder of Confidential Information disclosed by Transnet is of vital importance to the prosperity of the Target, Transnet and clientele of Transnet; NOW THEREFORE, Transnet agrees to disclose the Confidential Information and the Bidder agrees to receive the Confidential Information under the following terms and conditions. 1. CONFIDENTIAL INFORMATION 1.1 Definition. When used herein, Confidential Information shall mean any information and data (in electronic form, in hard copy or given verbally) of a confidential or proprietary nature which is disclosed by the Disclosing Party to the Receiving Party, including but not limited to, group corporate strategy…",Confidentiality (NDA) Agreements,0.95,The contract is a Confidentiality and Non-Disclosure Agreement that details the obligations of the Bidder regarding the confidential information disclosed by Transnet.
contractnli_385,"PLASMA-THERM, INC. CONFIDENTIALITY AGREEMENT This Confidentiality Agreement (the ""Agreement""), made and entered into as of this 1st day of September, 1999, by and between Plasma-Therm, Inc., a corporation organized under the laws of the State of Florida (""PTI"" or the ""Company"") and Balzers Limited through its Balzers Process System Division, a corporation organized under the laws of the Principality of Liechtenstein (""BPS""). The parties hereto desire to explore and discuss a possible transaction or to further a business relationship between them. In connection therewith, the parties will be given access to Confidential Information (as defined below) relating to each other's businesses and affairs; In consideration of the promises and the mutual covenants and obligations hereinafter set forth, the parties agree as follows. SECTION 1. CONFIDENTIAL INFORMATION. Except as set forth below, ""Confidential Information"" shall mean and include any financial, operational, technical and other information relating to the present and future businesses and affairs of the party disclosing the information (the ""Disclosing Party""), which information is provided to the other party (the ""Receiving Party"") in connection with the business relationship provided in written, oral, graphic, pictorial or recorded form or stored on computer discs, hard drives, magnetic tape or digital or any other electronic medium (it being understood that oral communications will be confirmed in writing within three (3) working days). It is further understood that the term ""Confidential Information"" does not mean and include information which: (a) is or subsequently becomes publicly available without the Receiving Party's breach of any obligation owed to the Disclosing Party; (b) prior to disclosure hereunder is within the possession of the Receiving Party, and was obtained by the Receiving Party from a source not under obligation not to disclose such information or any of its Representatives as defined…",Confidentiality (NDA) Agreements,0.95,"This is a Confidentiality Agreement that defines the terms for protecting confidential information shared between Plasma-Therm, Inc. and Balzers Limited."
cuad_508,"* Confidential treatment has been requested for certain portions of this exhibit. Omitted portions have been filed separately with the Commission. SPONSORSHIP AGREEMENT This Sponsorship Agreement (""Agreement"") is entered into as of December 18, 1998, by and between Ford Motor Media, a division of J. Walter Thompson (""FMM"") with offices at 300 Renaissance Center, Detroit, Michigan 48243 and iVillage, Inc., (""iVillage"") with offices at 170 Fifth Avenue, New York, New York 10010. FMM and iVillage may be referred to generically as a ""Party"", or collectively as ""Parties"". WHEREAS, iVillage operates a site on the World Wide Web and America Online (the ""Network""), which contains channels including Parent Soup, ParentsPlace, Better Health and Armchair Millionaire as well as career, fitness & beauty, relationships, work from home, travel, money and food channels. WHEREAS, FMM seeks to promote the sale of its automotive products across the Network. NOW, THEREFORE, for good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, iVillage and FMM hereby agree as follows: 1. Term and Termination. A. Term. The initial production period shall be for a period of two (2) months to commence on November 4, 1998 (the ""Production Period""), and the remaining term of this Agreement shall be for a period of twenty four (24) months to commence on the tentative launch date of January 4, 1999, unless terminated earlier as provided herein (the ""Promotion Period""), (The Production Period and the Promotion Period shall be collectively referred to as the ""Initial Term""). The Parties agree that prior to July 1, 2000, iVillage will provide FMM with the opportunity to renew this Agreement (the ""Renewal Term"") on terms set forth in a proposal (the ""Proposal) to be presented to FMM. FMM shall indicate its acceptance or rejection of the Proposal no later than August 31, 2000. If iVillage does not receive FMM's acceptance or rejection of the Proposal by August 31,…",Confidentiality (NDA) Agreements,0.85,"While primarily a Sponsorship Agreement, it includes elements of confidentiality regarding the information shared between the parties, thus fitting within the NDA category."
cuad_428,"Exhibit 99(d)(2) COOPERATION AGREEMENT This Cooperation Agreement, dated as of 02 June, 2015, between Otkritie Investments Cyprus Limited, a company incorporated under the laws of the Republic of Cyprus with registration number HE 301373, whose registered address is at Angelou Vlachou, 4A, 6052, Larnaca, Cyprus (""OICL"" and together with its Affiliates, ""Otkritie"") and QIWI plc, a public company limited by shares incorporated under the laws of the Republic of Cyprus with registration number HE 193010, whose registered office is at Kennedy 12, Kennedy Business Centre, 2nd floor, P.C. 1087, Nicosia, Cyprus (""QIWI"", and, together with its Affiliates, ""QIWI Group""). RECITALS (A) On 14 May 2015, OICL, Otkritie Holding JSC and QIWI entered into a deed of subscription (the ""Deed of Subscription""), pursuant to which OICL will acquire 5,593,041 class B ordinary shares in QIWI (the ""Subscription Shares""). (B) Under the terms of the Deed of Subscription, QIWI will acquire a one hundred (100) percent ownership interest in the charter capital of CIHRUS Limited Liability Company (""CIHRUS""), a limited liability company duly existing and incorporated under the laws of the Russian Federation. (C) CIHRUS is the parent company of Rapida Ltd , a company duly existing and incorporated under the laws of the Russian Federation under registration number 1037700111679, which QIWI will acquire as part of the transactions contemplated under the Deed of Subscription (""NKO Rapida"" and, together with its Affiliates that are also being acquired pursuant to the transactions contemplated by the Subscription Agreement, ""Rapida""). (D) Following the acquisition of CIHRUS by QIWI and in order to promote their mutual interests, the parties wish to cooperate for their mutual benefit in the fields of their business, including digital payments, and establish a steering committee in order to analyse and develop potential areas of cooperation between the Parties. NOW THEREFORE, in consideration of the mutual…",Partnership Agreements,0.85,"The contract discusses a cooperation agreement between two companies to promote mutual interests and establish a steering committee, indicating a partnership-like relationship."
cuad_432,"Exhibit 10.2 INTELLECTUAL PROPERTY AGREEMENT This Intellectual Property Agreement (this ""Agreement"") is entered into on May 12, 2020 (""Effective Date""), concerning the pursuits set forth herein for the collective development, implementation and commercialization of a potential treatment for the COVID-19 virus and its effects on the human body (collectively referred to herein as the ""Joint Venture"") by and between: Marv Enterprises, LLC, a Limited Liability Company organized under the laws of the Commonwealth of Pennsylvania (""Marv""), Premier Biomedical, Inc. (OTC Pink: BIEI), a Nevada corporation (""Premier""), Technology Health, Inc. (OTC Pink: HALB), a Colorado corporation f/k/a Halberd Corporation (""THI""), Each shall be referred to as a ""Party"" and collectively as the ""Parties."" RECITALS: WHEREAS, Marv is a single member LLC with Dr. Mitchell Felder as the sole member. WHEREAS, Premier is publicly traded on the Pink Sheets, trading symbol BIEI. WHEREAS, THI is publicly traded on the Pink Sheets, trading symbol HALB. WHEREAS, Marv is owner of U.S. Patent 9,216,386 and U.S. Patent 8,758,287 collectively referred to as the ""Issued Patents"". WHEREAS, Premier has an Exclusive License to the Issued Patents via an Agreement executed by Marv and Premier on May 12, 2010 (""2010 Agreement""). WHEREAS, Marv has subsequently filed numerous patent applications on subject matter related to the Issued Patents which are listed in Appendix A. WHEREAS, Marv and Premier expanded Premier's Exclusive License to include all the Applications listed in Appendix A via a Third Addendum to the 2010 Agreement executed by Marv and Premier on the Effective Date (""2020 Agreement""). WHEREAS, Marv has filed US provisional patent applications specifically related to methods of treatment for Covid-19 as starred in Appendix A (Covid-19 Applications) to which Premier has an exclusive license via the 2020 Agreement. WHEREAS, this Agreement contemplates the development of a methodology for the…",Licensing Agreements,0.9,"The contract involves the licensing of intellectual property related to patents for the development of a treatment, which fits the definition of a licensing agreement."
